tabla,id,nombre,tipo,a,b,result,item,outcome,outcome_id,estado_ogro,flags_set,condiciones,texto
items,t2__pescado_ensartado__piedra,PESCADO ENSARTADO + PIEDRA,craft,,,,,,,,,,
items,t2__pescado_ensartado__cuerda,PESCADO ENSARTADO + CUERDA,craft,,,,,,,,,,
items,t2__pescado_ensartado__espejo,PESCADO ENSARTADO + ESPEJO,craft,,,,,,,,,,
items,t2__hechizo_convertir_en_pez__agua,HECHIZO: CONVERTIR EN PEZ + AGUA,craft,,,,,,,,,,
items,t2__hechizo_convertir_en_pez__fuego,HECHIZO: CONVERTIR EN PEZ + FUEGO,craft,,,,,,,,,,
items,t2__hechizo_convertir_en_pez__palo,HECHIZO: CONVERTIR EN PEZ + PALO,craft,,,,,,,,,,
items,t2__hechizo_convertir_en_pez__piedra,HECHIZO: CONVERTIR EN PEZ + PIEDRA,craft,,,,,,,,,,
items,t2__hechizo_convertir_en_pez__cuerda,HECHIZO: CONVERTIR EN PEZ + CUERDA,craft,,,,,,,,,,
items,t2__hechizo_convertir_en_pez__espejo,HECHIZO: CONVERTIR EN PEZ + ESPEJO,craft,,,,,,,,,,
items,t2__pescado_aplastado__agua,PESCADO APLASTADO + AGUA,craft,,,,,,,,,,
items,t2__pescado_aplastado__fuego,PESCADO APLASTADO + FUEGO,craft,,,,,,,,,,
items,t2__pescado_aplastado__palo,PESCADO APLASTADO + PALO,craft,,,,,,,,,,
items,t2__pescado_aplastado__magia,PESCADO APLASTADO + MAGIA,craft,,,,,,,,,,
items,t2__pescado_aplastado__cuerda,PESCADO APLASTADO + CUERDA,craft,,,,,,,,,,
items,t2__pescado_aplastado__espejo,PESCADO APLASTADO + ESPEJO,craft,,,,,,,,,,
items,t2__pescado_atado__agua,PESCADO ATADO + AGUA,craft,,,,,,,,,,
items,t2__pescado_atado__fuego,PESCADO ATADO + FUEGO,craft,,,,,,,,,,
items,t2__pescado_atado__palo,PESCADO ATADO + PALO,craft,,,,,,,,,,
items,t2__pescado_atado__magia,PESCADO ATADO + MAGIA,craft,,,,,,,,,,
items,t2__pescado_atado__piedra,PESCADO ATADO + PIEDRA,craft,,,,,,,,,,
items,t2__pescado_atado__espejo,PESCADO ATADO + ESPEJO,craft,,,,,,,,,,
items,t2__pescado_vanidoso__agua,PESCADO VANIDOSO + AGUA,craft,,,,,,,,,,
items,t2__pescado_vanidoso__fuego,PESCADO VANIDOSO + FUEGO,craft,,,,,,,,,,
items,t2__pescado_vanidoso__palo,PESCADO VANIDOSO + PALO,craft,,,,,,,,,,
items,t2__pescado_vanidoso__magia,PESCADO VANIDOSO + MAGIA,craft,,,,,,,,,,
items,t2__pescado_vanidoso__piedra,PESCADO VANIDOSO + PIEDRA,craft,,,,,,,,,,
items,t2__pescado_vanidoso__cuerda,PESCADO VANIDOSO + CUERDA,craft,,,,,,,,,,
items,t2__vapor__pescado,VAPOR + PESCADO,craft,,,,,,,,,,
items,t2__vapor__palo,VAPOR + PALO,craft,,,,,,,,,,
items,t2__vapor__magia,VAPOR + MAGIA,craft,,,,,,,,,,
items,t2__vapor__piedra,VAPOR + PIEDRA,craft,,,,,,,,,,
items,t2__vapor__cuerda,VAPOR + CUERDA,craft,,,,,,,,,,
items,t2__vapor__espejo,VAPOR + ESPEJO,craft,,,,,,,,,,
items,t2__palo_mojado__pescado,PALO MOJADO + PESCADO,craft,,,,,,,,,,
items,t2__palo_mojado__fuego,PALO MOJADO + FUEGO,craft,,,,,,,,,,
items,t2__palo_mojado__magia,PALO MOJADO + MAGIA,craft,,,,,,,,,,
items,t2__palo_mojado__piedra,PALO MOJADO + PIEDRA,craft,,,,,,,,,,
items,t2__palo_mojado__cuerda,PALO MOJADO + CUERDA,craft,,,,,,,,,,
items,t2__palo_mojado__espejo,PALO MOJADO + ESPEJO,craft,,,,,,,,,,
items,t2__hechizo_invocar_marea__pescado,HECHIZO: INVOCAR MAREA + PESCADO,craft,,,,,,,,,,
items,t2__hechizo_invocar_marea__fuego,HECHIZO: INVOCAR MAREA + FUEGO,craft,,,,,,,,,,
items,t2__hechizo_invocar_marea__palo,HECHIZO: INVOCAR MAREA + PALO,craft,,,,,,,,,,
items,t2__hechizo_invocar_marea__piedra,HECHIZO: INVOCAR MAREA + PIEDRA,craft,,,,,,,,,,
items,t2__hechizo_invocar_marea__cuerda,HECHIZO: INVOCAR MAREA + CUERDA,craft,,,,,,,,,,
items,t2__hechizo_invocar_marea__espejo,HECHIZO: INVOCAR MAREA + ESPEJO,craft,,,,,,,,,,
items,t2__barro__pescado,BARRO + PESCADO,craft,,,,,,,,,,
items,t2__barro__fuego,BARRO + FUEGO,craft,,,,,,,,,,
items,t2__barro__palo,BARRO + PALO,craft,,,,,,,,,,
items,t2__barro__magia,BARRO + MAGIA,craft,,,,,,,,,,
items,t2__barro__cuerda,BARRO + CUERDA,craft,,,,,,,,,,
items,t2__barro__espejo,BARRO + ESPEJO,craft,,,,,,,,,,
items,t2__cuerda_empapada__pescado,CUERDA EMPAPADA + PESCADO,craft,,,,,,,,,,
items,t2__cuerda_empapada__fuego,CUERDA EMPAPADA + FUEGO,craft,,,,,,,,,,
items,t2__cuerda_empapada__palo,CUERDA EMPAPADA + PALO,craft,,,,,,,,,,
items,t2__cuerda_empapada__magia,CUERDA EMPAPADA + MAGIA,craft,,,,,,,,,,
items,t2__cuerda_empapada__piedra,CUERDA EMPAPADA + PIEDRA,craft,,,,,,,,,,
items,t2__cuerda_empapada__espejo,CUERDA EMPAPADA + ESPEJO,craft,,,,,,,,,,
items,t2__espejo_empanado__pescado,ESPEJO EMPAÑADO + PESCADO,craft,,,,,,,,,,
items,t2__espejo_empanado__fuego,ESPEJO EMPAÑADO + FUEGO,craft,,,,,,,,,,
items,t2__espejo_empanado__palo,ESPEJO EMPAÑADO + PALO,craft,,,,,,,,,,
items,t2__espejo_empanado__magia,ESPEJO EMPAÑADO + MAGIA,craft,,,,,,,,,,
items,t2__espejo_empanado__piedra,ESPEJO EMPAÑADO + PIEDRA,craft,,,,,,,,,,
items,t2__espejo_empanado__cuerda,ESPEJO EMPAÑADO + CUERDA,craft,,,,,,,,,,
items,t2__antorcha__pescado,ANTORCHA + PESCADO,craft,,,,,,,,,,
items,t2__antorcha__agua,ANTORCHA + AGUA,craft,,,,,,,,,,
items,t2__antorcha__magia,ANTORCHA + MAGIA,craft,,,,,,,,,,
items,t2__antorcha__piedra,ANTORCHA + PIEDRA,craft,,,,,,,,,,
items,t2__antorcha__cuerda,ANTORCHA + CUERDA,craft,,,,,,,,,,
items,t2__antorcha__espejo,ANTORCHA + ESPEJO,craft,,,,,,,,,,
items,t2__hechizo_llama_azul__pescado,HECHIZO: LLAMA AZUL + PESCADO,craft,,,,,,,,,,
items,t2__hechizo_llama_azul__agua,HECHIZO: LLAMA AZUL + AGUA,craft,,,,,,,,,,
items,t2__hechizo_llama_azul__palo,HECHIZO: LLAMA AZUL + PALO,craft,,,,,,,,,,
items,t2__hechizo_llama_azul__piedra,HECHIZO: LLAMA AZUL + PIEDRA,craft,,,,,,,,,,
items,t2__hechizo_llama_azul__cuerda,HECHIZO: LLAMA AZUL + CUERDA,craft,,,,,,,,,,
items,t2__hechizo_llama_azul__espejo,HECHIZO: LLAMA AZUL + ESPEJO,craft,,,,,,,,,,
items,t2__piedra_caliente__pescado,PIEDRA CALIENTE + PESCADO,craft,,,,,,,,,,
items,t2__piedra_caliente__agua,PIEDRA CALIENTE + AGUA,craft,,,,,,,,,,
items,t2__piedra_caliente__palo,PIEDRA CALIENTE + PALO,craft,,,,,,,,,,
items,t2__piedra_caliente__magia,PIEDRA CALIENTE + MAGIA,craft,,,,,,,,,,
items,t2__piedra_caliente__cuerda,PIEDRA CALIENTE + CUERDA,craft,,,,,,,,,,
items,t2__piedra_caliente__espejo,PIEDRA CALIENTE + ESPEJO,craft,,,,,,,,,,
items,t2__cuerda_quemada__pescado,CUERDA QUEMADA + PESCADO,craft,,,,,,,,,,
items,t2__cuerda_quemada__agua,CUERDA QUEMADA + AGUA,craft,,,,,,,,,,
items,t2__cuerda_quemada__palo,CUERDA QUEMADA + PALO,craft,,,,,,,,,,
items,t2__cuerda_quemada__magia,CUERDA QUEMADA + MAGIA,craft,,,,,,,,,,
items,t2__cuerda_quemada__piedra,CUERDA QUEMADA + PIEDRA,craft,,,,,,,,,,
items,t2__cuerda_quemada__espejo,CUERDA QUEMADA + ESPEJO,craft,,,,,,,,,,
items,t2__rayo_solar__pescado,RAYO SOLAR + PESCADO,craft,,,,,,,,,,
items,t2__rayo_solar__agua,RAYO SOLAR + AGUA,craft,,,,,,,,,,
items,t2__rayo_solar__palo,RAYO SOLAR + PALO,craft,,,,,,,,,,
items,t2__rayo_solar__magia,RAYO SOLAR + MAGIA,craft,,,,,,,,,,
items,t2__rayo_solar__piedra,RAYO SOLAR + PIEDRA,craft,,,,,,,,,,
items,t2__rayo_solar__cuerda,RAYO SOLAR + CUERDA,craft,,,,,,,,,,
items,t2__varita_magica__pescado,VARITA MÁGICA + PESCADO,craft,,,,,,,,,,
items,t2__varita_magica__agua,VARITA MÁGICA + AGUA,craft,,,,,,,,,,
items,t2__varita_magica__fuego,VARITA MÁGICA + FUEGO,craft,,,,,,,,,,
items,t2__varita_magica__piedra,VARITA MÁGICA + PIEDRA,craft,,,,,,,,,,
items,t2__varita_magica__cuerda,VARITA MÁGICA + CUERDA,craft,,,,,,,,,,
items,t2__varita_magica__espejo,VARITA MÁGICA + ESPEJO,craft,,,,,,,,,,
items,t2__garrote__pescado,GARROTE + PESCADO,craft,,,,,,,,,,
items,t2__garrote__agua,GARROTE + AGUA,craft,,,,,,,,,,
items,t2__garrote__fuego,GARROTE + FUEGO,craft,,,,,,,,,,
items,t2__garrote__magia,GARROTE + MAGIA,craft,,,,,,,,,,
items,t2__garrote__cuerda,GARROTE + CUERDA,craft,,,,,,,,,,
items,t2__garrote__espejo,GARROTE + ESPEJO,craft,,,,,,,,,,
items,t2__lazo__pescado,LAZO + PESCADO,craft,,,,,,,,,,
items,t2__lazo__agua,LAZO + AGUA,craft,,,,,,,,,,
items,t2__lazo__fuego,LAZO + FUEGO,craft,,,,,,,,,,
items,t2__lazo__magia,LAZO + MAGIA,craft,,,,,,,,,,
items,t2__lazo__piedra,LAZO + PIEDRA,craft,,,,,,,,,,
items,t2__lazo__espejo,LAZO + ESPEJO,craft,,,,,,,,,,
items,t2__periscopio__pescado,PERISCOPIO + PESCADO,craft,,,,,,,,,,
items,t2__periscopio__agua,PERISCOPIO + AGUA,craft,,,,,,,,,,
items,t2__periscopio__fuego,PERISCOPIO + FUEGO,craft,,,,,,,,,,
items,t2__periscopio__magia,PERISCOPIO + MAGIA,craft,,,,,,,,,,
items,t2__periscopio__piedra,PERISCOPIO + PIEDRA,craft,,,,,,,,,,
items,t2__periscopio__cuerda,PERISCOPIO + CUERDA,craft,,,,,,,,,,
items,t2__piedra_filosofal__pescado,PIEDRA FILOSOFAL + PESCADO,craft,,,,,,,,,,
items,t2__piedra_filosofal__agua,PIEDRA FILOSOFAL + AGUA,craft,,,,,,,,,,
items,t2__piedra_filosofal__fuego,PIEDRA FILOSOFAL + FUEGO,craft,,,,,,,,,,
items,t2__piedra_filosofal__palo,PIEDRA FILOSOFAL + PALO,craft,,,,,,,,,,
items,t2__piedra_filosofal__cuerda,PIEDRA FILOSOFAL + CUERDA,craft,,,,,,,,,,
items,t2__piedra_filosofal__espejo,PIEDRA FILOSOFAL + ESPEJO,craft,,,,,,,,,,
items,t2__cuerda_encantada__pescado,CUERDA ENCANTADA + PESCADO,craft,,,,,,,,,,
items,t2__cuerda_encantada__agua,CUERDA ENCANTADA + AGUA,craft,,,,,,,,,,
items,t2__cuerda_encantada__fuego,CUERDA ENCANTADA + FUEGO,craft,,,,,,,,,,
items,t2__cuerda_encantada__palo,CUERDA ENCANTADA + PALO,craft,,,,,,,,,,
items,t2__cuerda_encantada__piedra,CUERDA ENCANTADA + PIEDRA,craft,,,,,,,,,,
items,t2__cuerda_encantada__espejo,CUERDA ENCANTADA + ESPEJO,craft,,,,,,,,,,
items,t2__espejo_encantado__pescado,ESPEJO ENCANTADO + PESCADO,craft,,,,,,,,,,
items,t2__espejo_encantado__agua,ESPEJO ENCANTADO + AGUA,craft,,,,,,,,,,
items,t2__espejo_encantado__fuego,ESPEJO ENCANTADO + FUEGO,craft,,,,,,,,,,
items,t2__espejo_encantado__palo,ESPEJO ENCANTADO + PALO,craft,,,,,,,,,,
items,t2__espejo_encantado__piedra,ESPEJO ENCANTADO + PIEDRA,craft,,,,,,,,,,
items,t2__espejo_encantado__cuerda,ESPEJO ENCANTADO + CUERDA,craft,,,,,,,,,,
items,t2__boleadora__pescado,BOLEADORA + PESCADO,craft,,,,,,,,,,
items,t2__boleadora__agua,BOLEADORA + AGUA,craft,,,,,,,,,,
items,t2__boleadora__fuego,BOLEADORA + FUEGO,craft,,,,,,,,,,
items,t2__boleadora__palo,BOLEADORA + PALO,craft,,,,,,,,,,
items,t2__boleadora__magia,BOLEADORA + MAGIA,craft,,,,,,,,,,
items,t2__boleadora__espejo,BOLEADORA + ESPEJO,craft,,,,,,,,,,
items,t2__espejo_roto__pescado,ESPEJO ROTO + PESCADO,craft,,,,,,,,,,
items,t2__espejo_roto__agua,ESPEJO ROTO + AGUA,craft,,,,,,,,,,
items,t2__espejo_roto__fuego,ESPEJO ROTO + FUEGO,craft,,,,,,,,,,
items,t2__espejo_roto__palo,ESPEJO ROTO + PALO,craft,,,,,,,,,,
items,t2__espejo_roto__magia,ESPEJO ROTO + MAGIA,craft,,,,,,,,,,
items,t2__espejo_roto__cuerda,ESPEJO ROTO + CUERDA,craft,,,,,,,,,,
items,t2__trampa_de_reflejo__pescado,TRAMPA DE REFLEJO + PESCADO,craft,,,,,,,,,,
items,t2__trampa_de_reflejo__agua,TRAMPA DE REFLEJO + AGUA,craft,,,,,,,,,,
items,t2__trampa_de_reflejo__fuego,TRAMPA DE REFLEJO + FUEGO,craft,,,,,,,,,,
items,t2__trampa_de_reflejo__palo,TRAMPA DE REFLEJO + PALO,craft,,,,,,,,,,
items,t2__trampa_de_reflejo__magia,TRAMPA DE REFLEJO + MAGIA,craft,,,,,,,,,,
items,t2__trampa_de_reflejo__piedra,TRAMPA DE REFLEJO + PIEDRA,craft,,,,,,,,,,
recetas_t1,,,,pescado,agua,pescado_mojado,,,,,,,
recetas_t1,,,,pescado,fuego,pescado_asado,,,,,,,
recetas_t1,,,,pescado,palo,pescado_ensartado,,,,,,,
recetas_t1,,,,pescado,magia,hechizo_convertir_en_pez,,,,,,,
recetas_t1,,,,pescado,piedra,pescado_aplastado,,,,,,,
recetas_t1,,,,pescado,cuerda,pescado_atado,,,,,,,
recetas_t1,,,,pescado,espejo,pescado_vanidoso,,,,,,,
recetas_t1,,,,agua,fuego,vapor,,,,,,,
recetas_t1,,,,agua,palo,palo_mojado,,,,,,,
recetas_t1,,,,agua,magia,hechizo_invocar_marea,,,,,,,
recetas_t1,,,,agua,piedra,barro,,,,,,,
recetas_t1,,,,agua,cuerda,cuerda_empapada,,,,,,,
recetas_t1,,,,agua,espejo,espejo_empanado,,,,,,,
recetas_t1,,,,fuego,palo,antorcha,,,,,,,
recetas_t1,,,,fuego,magia,hechizo_llama_azul,,,,,,,
recetas_t1,,,,fuego,piedra,piedra_caliente,,,,,,,
recetas_t1,,,,fuego,cuerda,cuerda_quemada,,,,,,,
recetas_t1,,,,fuego,espejo,rayo_solar,,,,,,,
recetas_t1,,,,palo,magia,varita_magica,,,,,,,
recetas_t1,,,,palo,piedra,garrote,,,,,,,
recetas_t1,,,,palo,cuerda,lazo,,,,,,,
recetas_t1,,,,palo,espejo,periscopio,,,,,,,
recetas_t1,,,,magia,piedra,piedra_filosofal,,,,,,,
recetas_t1,,,,magia,cuerda,cuerda_encantada,,,,,,,
recetas_t1,,,,magia,espejo,espejo_encantado,,,,,,,
recetas_t1,,,,piedra,cuerda,boleadora,,,,,,,
recetas_t1,,,,piedra,espejo,espejo_roto,,,,,,,
recetas_t1,,,,cuerda,espejo,trampa_de_reflejo,,,,,,,
ogro,,,,,,,pescado,jugador_muere,ogro__pescado__jugador_muere,neutral,,,Usás PESCADO con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,agua,neutral,ogro__agua__neutral,neutral,,,Usás AGUA con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,fuego,ogro_muere,ogro__fuego__ogro_muere,muerto,,,Usás FUEGO con el ogro.<br><br>El ogro entra en pánico épico y termina muerto. Te queda culpa de película.
ogro,,,,,,,palo,neutral,ogro__palo__neutral,neutral,,,Usás PALO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,magia,ogro_amigo,ogro__magia__ogro_amigo,amigo,ogro_te_acompania,,Usás MAGIA con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,piedra,jugador_muere,ogro__piedra__jugador_muere,neutral,,,Usás PIEDRA con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,cuerda,ogro_amigo,ogro__cuerda__ogro_amigo,amigo,ogro_te_acompania,,Usás CUERDA con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,espejo,ogro_amigo,ogro__espejo__ogro_amigo,amigo,ogro_te_acompania,,Usás ESPEJO con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,pescado_mojado,jugador_muere,ogro__pescado_mojado__jugador_muere,neutral,,,Usás PESCADO MOJADO con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,pescado_asado,ogro_amigo,ogro__pescado_asado__ogro_amigo,amigo,ogro_te_acompania,,Usás PESCADO ASADO con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,pescado_ensartado,neutral,ogro__pescado_ensartado__neutral,neutral,,,Usás PESCADO ENSARTADO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,hechizo_convertir_en_pez,ogro_transformado,ogro__hechizo_convertir_en_pez__ogro_es_pez,amigo,"ogro_te_acompania,ogro_es_pez",,Pronunciás el hechizo. BLUP.<br><br>El ogro se convierte en un pez gigante con cara de ogro. Sigue siendo tu amigo. Es… útil.
ogro,,,,,,,pescado_aplastado,jugador_muere,ogro__pescado_aplastado__jugador_muere,neutral,,,Usás PESCADO APLASTADO con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,pescado_atado,ogro_amigo,ogro__pescado_atado__ogro_amigo,amigo,ogro_te_acompania,,Usás PESCADO ATADO con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,pescado_vanidoso,ogro_amigo,ogro__pescado_vanidoso__ogro_amigo,amigo,ogro_te_acompania,,Usás PESCADO VANIDOSO con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,vapor,neutral,ogro__vapor__neutral,neutral,,,Usás VAPOR con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,palo_mojado,neutral,ogro__palo_mojado__neutral,neutral,,,Usás PALO MOJADO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,hechizo_invocar_marea,ogro_amigo,ogro__hechizo_invocar_marea__ogro_amigo,amigo,ogro_te_acompania,,Usás HECHIZO: INVOCAR MAREA con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,barro,jugador_muere,ogro__barro__jugador_muere,neutral,,,Usás BARRO con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,cuerda_empapada,ogro_amigo,ogro__cuerda_empapada__ogro_amigo,amigo,ogro_te_acompania,,Usás CUERDA EMPAPADA con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,espejo_empanado,neutral,ogro__espejo_empanado__neutral,neutral,,,Usás ESPEJO EMPAÑADO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,antorcha,ogro_muere,ogro__antorcha__ogro_muere,muerto,,,Usás ANTORCHA con el ogro.<br><br>El ogro entra en pánico épico y termina muerto. Te queda culpa de película.
ogro,,,,,,,hechizo_llama_azul,ogro_muere,ogro__hechizo_llama_azul__ogro_muere,muerto,,,Usás HECHIZO: LLAMA AZUL con el ogro.<br><br>El ogro entra en pánico épico y termina muerto. Te queda culpa de película.
ogro,,,,,,,piedra_caliente,ogro_muere,ogro__piedra_caliente__ogro_muere,muerto,,,Usás PIEDRA CALIENTE con el ogro.<br><br>El ogro entra en pánico épico y termina muerto. Te queda culpa de película.
ogro,,,,,,,cuerda_quemada,neutral,ogro__cuerda_quemada__neutral,neutral,,,Usás CUERDA QUEMADA con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,rayo_solar,neutral,ogro__rayo_solar__neutral,neutral,,,Usás RAYO SOLAR con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,varita_magica,ogro_transformado,ogro__varita_magica__ogro_es_princesa,amigo,"ogro_te_acompania,ogro_es_princesa",,"Apuntás con la varita. Brillo real.<br><br>Ahora el ogro es una princesa ogro. Te acompaña, pero con protocolo."
ogro,,,,,,,garrote,jugador_muere,ogro__garrote__jugador_muere,neutral,,,Usás GARROTE con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,lazo,ogro_amigo,ogro__lazo__ogro_amigo,amigo,ogro_te_acompania,,Usás LAZO con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,periscopio,neutral,ogro__periscopio__neutral,neutral,,,Usás PERISCOPIO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,piedra_filosofal,ogro_amigo,ogro__piedra_filosofal__ogro_amigo,amigo,ogro_te_acompania,,Usás PIEDRA FILOSOFAL con el ogro.<br><br>Le encanta (o lo respeta). Te declara amigo. Te acompaña.
ogro,,,,,,,cuerda_encantada,neutral,ogro__cuerda_encantada__neutral,neutral,,,Usás CUERDA ENCANTADA con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,espejo_encantado,neutral,ogro__espejo_encantado__neutral,neutral,,,Usás ESPEJO ENCANTADO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,boleadora,neutral,ogro__boleadora__neutral,neutral,,,Usás BOLEADORA con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,espejo_roto,jugador_muere,ogro__espejo_roto__jugador_muere,neutral,,,Usás ESPEJO ROTO con el ogro.<br><br>El ogro interpreta esto como una falta de respeto. No sobrevivís.
ogro,,,,,,,trampa_de_reflejo,neutral,ogro__trampa_de_reflejo__neutral,neutral,,,Usás TRAMPA DE REFLEJO con el ogro.<br><br>No pasa gran cosa. Seguís vivo.
ogro,,,,,,,t2__pescado_mojado__fuego,neutral,ogro__t2__pescado_mojado__fuego__neutral,neutral,,,"Usás PESCADO MOJADO + FUEGO con el ogro.<br><br>El ogro procesa lo ocurrido con lentitud. No te mata, pero tampoco te adopta."
ogro,,,,,,,t2__pescado_mojado__palo,neutral,ogro__t2__pescado_mojado__palo__neutral,neutral,,,"Usás PESCADO MOJADO + PALO con el ogro.<br><br>El ogro procesa lo ocurrido con lentitud. No te mata, pero tampoco te adopta."
ogro,,,,,,,t2__pescado_mojado__magia,neutral,ogro__t2__pescado_mojado__magia__neutral,neutral,,,"Usás PESCADO MOJADO + MAGIA con el ogro.<br><br>El ogro procesa lo ocurrido con lentitud. No te mata, pero tampoco te adopta."
